Old stable ID, New stable ID, Release, Mapping score
ENSG00000207601.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207602.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207603.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207621.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207636.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207643.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207648.1, ENSG00000207648.2, 76, 0.964042
ENSG00000207648.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207690.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207707.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207709.1, ENSG00000207709.2, 68, 0.962963
ENSG00000207709.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207710.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207715.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207720.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207733.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207753.1, ENSG00000207753.2, 76, 0.876106
ENSG00000207753.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207764.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207765.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207770.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207783.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207812.1, ENSG00000207812.2, 44, 0.994845
ENSG00000207812.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207817.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207819.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207830.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207832.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207833.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207834.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207835.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207836.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207844.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207846.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207849.1, ENSG00000207849.2, 68, 0.968524
ENSG00000207849.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207857.1, ENSG00000207857.2, 68, 0.968524
ENSG00000207857.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207858.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207865.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207875.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207895.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207928.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207939.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207945.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207949.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207964.1, ENSG00000207964.2, 76, 0.904652
ENSG00000207964.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207986.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000208034.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000208035.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000208038.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211482.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211483.1, ENSG00000211483.2, 55, 0.661538
ENSG00000211483.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211495.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211499.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211508.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211510.1, ENSG00000211510.2, 68, 0.968524
ENSG00000211510.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211515.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211517.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211518.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211519.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211524.1, ENSG00000211524.2, 55, 0.872727
ENSG00000211524.2, ENSG00000211524.3, 76, 0.960526
ENSG00000211524.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211525.1, ENSG00000211525.2, 55, 0.992701
ENSG00000211525.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211526.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211528.1, ENSG00000211528.2, 44, 0.993151
ENSG00000211528.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211530.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211534.1, ENSG00000211534.2, 55, 0.955975
ENSG00000211534.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211535.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211542.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211544.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211553.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211556.1, ENSG00000211556.2, 55, 0.959064
ENSG00000211556.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211562.1, ENSG00000211562.2, 44, 0.894354
ENSG00000211562.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211566.1, ENSG00000211566.2, 55, 0.971664
ENSG00000211566.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211571.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211573.1, ENSG00000211573.2, 68, 0.977966
ENSG00000211573.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211577.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211983.1, ENSG00000211983.2, 76, 0.954545
ENSG00000211983.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211984.1, ENSG00000211984.2, 68, 0.656983
ENSG00000211984.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211987.1, ENSG00000211987.2, 68, 1
ENSG00000211987.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211990.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000211995.1, <retired>, 85, 0
ENSG00000211995.1, ENSG00000283172.1, 85, 0.910053

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212001.1, ENSG00000212001.2, 68, 0.76459
ENSG00000212001.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212007.1, ENSG00000212007.2, 68, 1
ENSG00000212007.2, ENSG00000212007.3, 79, 0.903226
ENSG00000212007.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212022.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212025.1, ENSG00000212025.2, 68, 1
ENSG00000212025.2, ENSG00000212025.3, 76, 1
ENSG00000212025.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212030.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212031.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212032.1, ENSG00000212032.2, 68, 1
ENSG00000212032.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212034.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212037.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212039.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212044.1, ENSG00000212044.2, 76, 0.817898
ENSG00000212044.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212045.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212049.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212054.1, ENSG00000212054.2, 68, 1
ENSG00000212054.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212055.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212057.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212061.1, ENSG00000212061.2, 68, 0.935673
ENSG00000212061.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212063.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212065.1, ENSG00000212065.2, 68, 1
ENSG00000212065.2, ENSG00000212065.3, 76, 0.97619
ENSG00000212065.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212066.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212067.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212070.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212071.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212072.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212073.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212075.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212076.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212084.1, ENSG00000212084.2, 68, 1
ENSG00000212084.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212085.1, ENSG00000212085.2, 68, 1
ENSG00000212085.2, ENSG00000212085.3, 79, 0.965517
ENSG00000212085.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212086.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212089.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212091.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212093.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212094.1, ENSG00000212094.2, 68, 1
ENSG00000212094.2, ENSG00000212094.3, 79, 0.931818
ENSG00000212094.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212095.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212098.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212099.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212101.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212104.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212111.1, ENSG00000212111.2, 68, 1
ENSG00000212111.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212114.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212254.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212290.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000212552.1, ENSG00000212552.2, 74, 0.98524
ENSG00000212552.2, ENSG00000212552.3, 76, 0.902127
ENSG00000212552.3, <retired>, 81, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213077.1, ENSG00000213077.2, 55, 0.742087
ENSG00000213077.2, ENSG00000213077.3, 56, 0.985955
ENSG00000213077.3, ENSG00000213077.4, 58, 0.929705
ENSG00000213077.4, ENSG00000213077.5, 62, 0.0655926
ENSG00000213077.5, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213391.1, ENSG00000213391.2, 55, 0.839222
ENSG00000213391.2, ENSG00000213391.3, 62, 0.868952
ENSG00000213391.3, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213971.1, ENSG00000213971.2, 70, 0.561141
ENSG00000213971.2, ENSG00000213971.3, 71, 0.998755
ENSG00000213971.3, ENSG00000213971.4, 76, 1
ENSG00000213971.4, ENSG00000213971.5, 77, 1
ENSG00000213971.5, ENSG00000213971.6, 79, 1
ENSG00000213971.6, ENSG00000213971.7, 81, 1
ENSG00000213971.7, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000214215.1, ENSG00000214215.2, 62, 0.800194
ENSG00000214215.2, ENSG00000214215.3, 63, 0.980867
ENSG00000214215.3, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000214733.1, ENSG00000214733.2, 55, 0.490807
ENSG00000214733.2, ENSG00000214733.3, 61, 0.796592
ENSG00000214733.3, ENSG00000214733.4, 62, 0.822418
ENSG00000214733.4, ENSG00000214733.5, 76, 1
ENSG00000214733.5, ENSG00000214733.6, 77, 1
ENSG00000214733.6, ENSG00000214733.7, 79, 1
ENSG00000214733.7, ENSG00000214733.8, 81, 1
ENSG00000214733.8, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215365.1, ENSG00000215365.2, 55, 0.999664
ENSG00000215365.2, ENSG00000215365.3, 61, 0.924792
ENSG00000215365.3, ENSG00000215365.4, 62, 0.949475
ENSG00000215365.4, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215447.1, ENSG00000215447.2, 55, 0.895253
ENSG00000215447.2, ENSG00000215447.3, 56, 0.991422
ENSG00000215447.3, ENSG00000215447.4, 76, 1
ENSG00000215447.4, ENSG00000215447.5, 77, 1
ENSG00000215447.5, ENSG00000215447.6, 79, 1
ENSG00000215447.6, ENSG00000215447.7, 81, 1
ENSG00000215447.7, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215922.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215923.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215925.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215934.1, ENSG00000215934.2, 79, 0.755556
ENSG00000215934.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215945.1, ENSG00000215945.2, 68, 0.670213
ENSG00000215945.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215946.1, ENSG00000215946.2, 68, 0.888889
ENSG00000215946.2, ENSG00000215946.3, 76, 0.807692
ENSG00000215946.3, ENSG00000283206.1, 85, 1
ENSG00000215946.3, <retired>, 85, 0
ENSG00000215946.3, ENSG00000283513.1, 85, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215948.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215953.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215954.1, ENSG00000215954.2, 79, 0.923913
ENSG00000215954.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215960.1, ENSG00000215960.2, 68, 1
ENSG00000215960.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215968.1, ENSG00000215968.2, 68, 0.972973
ENSG00000215968.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215972.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215976.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215983.1, ENSG00000215983.2, 79, 0.880952
ENSG00000215983.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215984.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215993.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215996.1, ENSG00000215996.2, 68, 1
ENSG00000215996.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215998.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000215999.1, ENSG00000215999.2, 68, 0.660227
ENSG00000215999.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216011.1, ENSG00000216011.2, 76, 0.961749
ENSG00000216011.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216014.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216015.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216017.1, ENSG00000216017.2, 68, 0.923077
ENSG00000216017.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216020.1, ENSG00000216020.2, 76, 0.566667
ENSG00000216020.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216022.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216027.1, ENSG00000283682.1, 85, 0.903614
ENSG00000216027.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216037.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216042.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216045.1, ENSG00000216045.2, 68, 1
ENSG00000216045.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216047.1, ENSG00000216047.2, 68, 0.935484
ENSG00000216047.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216054.1, ENSG00000216054.2, 79, 0.917127
ENSG00000216054.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216055.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216067.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216070.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216072.1, ENSG00000216072.2, 76, 0.994536
ENSG00000216072.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216073.1, ENSG00000216073.2, 68, 1
ENSG00000216073.2, ENSG00000216073.3, 76, 0.938547
ENSG00000216073.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216081.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216083.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216084.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216085.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000216088.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
