"uniprotkb_canonical_ac","database_id","database_label"
"A6NDB9-1","NP_001138500.1",""
"Q9BZH6-1","NP_060587.8",""
"Q96R28-1","NP_001004688.1",""
"Q9UGP4-1","NP_055055.1",""
"P34741-1","NP_002989.2",""
"Q99819-1","NP_001167.2",""
"Q92952-1","NP_002239.2",""
"Q92953-1","NP_004761.2",""
"Q92959-1","NP_005621.2",""
"Q9BVG9-1","NP_110410.1",""
"Q99962-1","NP_003017.1",""
"Q99969-1","NP_002880.1",""
"Q6UX53-1","NP_689850.2",""
"Q01459-1","NP_004379.1",""
"Q9BUZ4-1","NP_004286.2",""
"Q96JH8-4","NP_060529.4",""
"Q96JH7-1","NP_079330.2",""
"Q8N4B5-1","NP_787118.2",""
"P40306-1","NP_002792.1",""
"Q9H082-1","NP_112586.1",""
"Q9H8E8-1","NP_065397.3",""
"P27348-1","NP_006817.1",""
"P19404-1","NP_066552.2",""
"Q6NUM9-1","NP_060220.3",""
"Q68CQ4-1","NP_055203.4",""
"Q02543-1","NP_000971.1",""
"Q8WY64-1","NP_037394.2",""
"Q6ZWK6-1","NP_997290.2",""
"Q96E09-1","NP_612206.4",""
"Q6Q0C1-1","NP_997000.2",""
"Q6Q0C0-1","NP_115647.2",""
"Q8N7R1-1","NP_872401.3",""
"O43364-1","NP_006726.1",""
"Q9NUP1-1","NP_060836.1",""
"Q9NUP7-1","NP_061956.2",""
"A6NKQ9-1","NP_203695.2",""
"Q9GZP7-1","NP_065684.1",""
"Q9GZP4-1","NP_065095.2",""
"C9JR72-1","NP_001094832.1",""
"P49448-1","NP_036216.2",""
"Q7Z7B8-1","NP_001032821.1",""
"P11387-1","NP_003277.1",""
"Q8IWZ5-1","NP_689829.3",""
"Q8IWZ4-1","NP_077019.2",""
"P11388-1","NP_001058.2",""
"Q9H1M0-1","NP_060151.2",""
"O75339-1","NP_003604.3",""
"A8MW95-1","NP_001277622.1",""
"Q96PP9-1","NP_443173.2",""
"Q8NBH2-1","NP_848649.3",""
"Q9UNA0-1","NP_008969.2",""
"H3BMG3-1","NP_001182172.1",""
"Q9UNA4-1","NP_009126.2",""
"Q08462-1","NP_065433.2",""
"P23434-1","NP_004474.2",""
"A6NIK2-1","NP_001138549.1",""
"P61371-1","NP_002193.2",""
"Q96MP5-1","NP_542790.2",""
"Q8NGX1-1","NP_001001821.1",""
"Q13405-1","NP_004918.1",""
"P59544-1","NP_795371.2",""
"P59540-1","NP_795368.2",""
"P59543-1","NP_795370.2",""
"P59542-1","NP_795369.1",""
"Q9HAK2-1","NP_073150.2",""
"Q53QW1-1","NP_689827.2",""
"P11169-1","NP_008862.1",""
"P11166-1","NP_006507.2",""
"A6NJU9-1","NP_001308821.1",""
"Q8TBE1-1","NP_689708.1",""
"Q5XLA6-1","NP_001007233.1",""
"P25311-1","NP_001176.1",""
"Q96GE5-1","NP_001074290.1",""
"Q8NHR7-1","NP_689661.1",""
"O95711-1","NP_004262.1",""
"Q13541-1","NP_004086.1",""
"Q13542-1","NP_004087.1",""
"O95715-1","NP_004878.2",""
"O95716-1","NP_004274.1",""
"Q9NY91-1","NP_055042.1",""
"C9J202-1","NP_001129624.1",""
"Q9NY99-1","NP_061841.2",""
"Q5T752-1","NP_848129.1",""
"Q5T753-1","NP_848130.1",""
"Q5T754-1","NP_848131.1",""
"O60760-1","NP_055300.1",""
"O00221-1","NP_004547.2",""
"O00567-1","NP_006383.2",""
"Q9UBC0-1","NP_004489.1",""
"Q6UXS9-1","NP_001177945.2",""
"P50148-1","NP_002063.2",""
"Q96CN5-1","NP_659436.1",""
"Q13895-1","NP_004044.3",""
"Q5T4S7-1","NP_065816.2",""
"P33908-1","NP_005898.2",""
"Q92905-1","NP_006828.2",""
"P0C645-1","NP_001304036.1",""
"P0C646-1","NP_001335186.1",""
"Q5H9J9-1","NP_001264352.1",""
"Q9NQ92-1","NP_060875.2",""
"Q02086-1","NP_003101.3",""
"P10412-1","NP_005312.1",""
"Q8WUT4-1","NP_689824.2",""
"Q12947-1","NP_001443.1",""
"Q9NXH3-1","NP_060196.1",""
"Q9Y646-1","NP_057218.1",""
"O15067-1","NP_036525.1",""
"Q86UE4-1","NP_848927.2",""
"A3QJZ7-1","NP_001287820.1",""
"A3QJZ6-1","NP_001094101.1",""
"P10643-1","NP_000578.2",""
"Q9NQL2-1","NP_067067.1",""
"Q16557-1","NP_066296.2",""
"Q5SZK8-1","NP_997244.4",""
"Q9UIF9-1","NP_038477.2",""
"Q9P2K8-1","NP_001013725.2",""
"P51511-1","NP_002419.1",""
"Q9NPG4-1","NP_057664.1",""
"P0C7M3-1","NP_001094811.1",""
"P51812-1","NP_004577.1",""
"Q5JXM2-1","NP_001116836.1",""
"P51810-1","NP_000264.2",""
"P0C7M7-1","NP_001073923.1",""
"P0C7M8-1","NP_001073980.2",""
"Q86WW8-1","NP_001008216.1",""
"Q969M2-1","NP_115991.1",""
"Q96IW2-1","NP_064594.3",""
"Q8TAF8-1","NP_872354.1",""
"P07237-1","NP_000909.2",""
"P07550-1","NP_000015.1",""
"O14493-1","NP_001296.1",""
"O14495-1","NP_003704.3",""
"Q6ZUB0-1","NP_001138669.1",""
"Q6ZUB1-1","NP_849150.3",""
"P09067-1","NP_002138.1",""
"Q8NFW8-1","NP_061156.1",""
"E7ETH6-1","NP_001191747.1",""
"Q9NRR2-1","NP_036599.3",""
"Q9NRR1-1","NP_061129.1",""
"Q6P589-1","NP_078851.2",""
"P32971-1","NP_001235.1",""
"Q9BZE4-1","NP_036473.2",""
"Q92546-1","NP_001073965.2",""
"Q92545-1","NP_056163.1",""
"P0C1S8-1","NP_001099028.1",""
"Q5T7M4-1","NP_001014980.1",""
"O75900-1","NP_008914.1",""
"O75901-1","NP_005438.2",""
"Q8N5G0-1","NP_001138904.1",""
"P05412-1","NP_002219.1",""
"P05413-1","NP_004093.1",""
"Q5T0Z8-1","NP_001157918.1",""
"Q9HAV7-1","NP_079472.1",""
"Q9HAV4-1","NP_065801.1",""
"Q8N808-1","NP_689675.1",""
"A6NCI4-1","NP_775886.3",""
"Q96SB4-2","NP_003128.3",""
"Q8N806-1","NP_786924.2",""
"Q6A163-1","NP_998821.3",""
"Q6A162-1","NP_872303.2",""
"Q9UH36-1","NP_001013716.2",""
"Q8WU10-1","NP_079130.2",""
"Q8WU17-1","NP_009149.2",""
"P14652-1","NP_002136.1",""
"P14653-1","NP_002135.2",""
"Q12889-1","NP_002548.3",""
"P11844-1","NP_055432.2",""
"Q8N9T8-1","NP_075384.3",""
"Q7Z2F6-1","NP_001124385.1",""
"Q8N119-1","NP_671724.1",""
"P16581-1","NP_000441.2",""
"Q8N111-1","NP_057648.2",""
"Q8NGP9-1","NP_001004730.1",""
"H7C350-1","XP_005261297.1",""
"Q9H583-1","NP_060542.4",""
"Q00G26-1","NP_001013728.2",""
"Q99570-1","NP_055417.1",""
"Q96S95-1","NP_150284.1",""
"Q8N3K9-1","NP_705838.3",""
"A6NJ08-1","NP_001129979.1",""
"Q96HG1-1","NP_001156910.1",""
"Q9BQ70-1","NP_055787.1",""
"A8MVA2-1","NP_001264260.1",""
"P36507-1","NP_109587.1",""
"Q8IXI1-1","NP_620124.1",""
"Q9NX52-1","NP_060291.2",""
"Q1L5Z9-1","NP_940863.3",""
"Q9NX57-1","NP_060287.1",""
"Q8IV38-1","NP_064715.1",""
"Q6UXN8-1","NP_997228.1",""
"Q16322-1","NP_005540.1",""
"P07316-1","NP_005201.2",""
"Q5VTH2-1","NP_001013647.2",""
"Q9NVR2-1","NP_060612.2",""
"Q49A17-1","NP_001030017.2",""
"Q9BRA2-1","NP_116120.1",""
"Q9UKP4-1","NP_055087.2",""
"P22459-1","NP_002224.1",""
"Q5T447-1","NP_078878.3",""
"P11766-1","NP_000662.3",""
"Q9BXK1-1","NP_114124.1",""
"Q14CM0-1","NP_055543.2",""
"Q6P461-1","NP_997204.2",""
"P08590-1","NP_000249.1",""
"P15291-1","NP_001488.2",""
"Q96DX7-1","NP_060053.2",""
"Q9UJX0-1","NP_892026.1",""
"Q96A22-1","NP_542390.2",""
"Q5T4T6-1","NP_001035364.2",""
"Q8IZD6-1","NP_060890.2",""
"P56470-1","NP_006140.1",""
"Q9UJ55-1","NP_061939.3",""
"B1AKI9-1","NP_543016.1",""
"Q9HBT6-1","NP_114097.2",""
"P28070-1","NP_002787.2",""
"Q8TE58-1","NP_620686.1",""
"O00303-1","NP_003745.1",""
"Q15477-1","NP_008860.4",""
"Q96KQ4-1","NP_056131.2",""
"Q8TDL5-1","NP_149974.2",""
"Q6ZRP0-1","NP_001128129.1",""
"O00144-1","NP_003499.1",""
"P34903-1","NP_000799.1",""
"Q9ULB4-1","NP_057363.3",""
"Q9Y2R0-1","NP_001035521.1",""
"Q96E14-1","NP_689521.1",""
"Q9Y2R5-1","NP_057053.1",""
"Q5T7P3-1","NP_848126.1",""
"Q5T7P2-1","NP_848125.1",""
"Q9Y2R9-1","NP_057055.2",""
"P29762-1","NP_004369.1",""
"P30041-1","NP_004896.1",""
"P30043-1","NP_000704.1",""
"P30047-1","NP_005249.1",""
"Q96EF0-1","NP_060147.2",""
"P55789-1","NP_005253.3",""
"F5H4A9-1","NP_001161686.1",""
"Q96EF9-1","NP_001191109.1",""
"P25100-1","NP_000669.1",""
"Q8IWD5-1","NP_689812.3",""
"Q96LS8-1","NP_872432.1",""
"P08922-1","NP_002935.2",""
"A0A1B0GTK5-1","NP_001335132.1",""
"P13667-1","NP_004902.1",""
"Q86VD1-1","NP_055244.3",""
"Q9HCK5-1","NP_060099.2",""
"Q15006-1","NP_055488.1",""
"Q15005-1","NP_055567.2",""
"Q69YI7-1","NP_931045.1",""
"Q9BZJ7-1","NP_543141.3",""
"Q9H7L9-1","NP_071936.2",""
"Q8N2H3-1","NP_116098.2",""
"Q96S42-1","NP_060525.3",""
"Q8WWZ8-1","NP_689848.1",""
"P51170-1","NP_001030.2",""
"Q9H7F4-1","NP_077026.2",""
"B2RU33-1","NP_001131143.1",""
"Q8WWZ4-1","NP_525021.3",""
"Q9UFP1-1","NP_001123380.2",""
"Q8IV32-1","NP_075054.3",""
"Q8IYN6-1","NP_872371.1",""
"Q96R08-1","NP_001004733.1",""
"Q96R09-1","NP_001005566.1",""
"Q8N344-1","NP_060020.1",""
"Q96R05-1","NP_443192.1",""
"Q96R06-1","NP_006452.3",""
"P0CG12-1","XP_011521469.1",""
"P78426-1","NP_006159.2",""
"Q9Y324-1","NP_057046.1",""
"Q8NBF2-1","NP_940916.2",""
"Q8NBF1-1","NP_671726.2",""
"Q92930-1","NP_057614.1",""
"Q9H2T7-1","NP_075048.1",""
"O60542-1","NP_004149.1",""
"Q9BZJ3-1","NP_036349.1",""
"Q14207-1","NP_002510.2",""
"Q14204-1","NP_001367.2",""
"Q14209-1","NP_004082.1",""
"Q9Y4H2-1","NP_003740.2",""
"Q92583-1","NP_002978.1",""
"Q8NGH8-1","NP_001005179.2",""
"Q8NGH9-1","NP_001005165.1",""
"P68032-1","NP_005150.1",""
"Q15915-1","NP_003403.2",""
"O43169-1","NP_085056.2",""
"P79483-1","NP_072049.2",""
"Q96LP2-1","NP_689761.2",""
"O15247-1","NP_001280.3",""
"Q5XUX1-1","NP_115677.2",""
"P35414-1","NP_005152.1",""
"Q6ZQQ2-1","NP_001001670.1",""
"Q9H3Z7-1","NP_542189.1",""
"O94992-1","NP_006451.1",""
"Q0PNE2-1","NP_001026873.2",""
"E9PQ53-1","NP_001190190.1",""
"Q8TE59-1","NP_598377.4",""
"O14958-1","NP_001223.2",""
"A6NJ69-1","NP_001007190.1",""
"O15389-1","NP_003821.1",""
"Q8N7P3-1","NP_001104789.1",""
"Q9GZV9-1","NP_065689.1",""
"Q9GZV8-1","NP_078780.1",""
"P51811-1","NP_066569.1",""
"A2RUU4-1","NP_001010886.1",""
"E7EW31-1","NP_001155018.1",""
"Q96MN5-1","NP_694580.1",""
"P61353-1","NP_000979.1",""
"Q96MN2-1","NP_604393.2",""
"Q15818-1","NP_002513.2",""
"Q6PIV2-1","NP_859072.1",""
"Q6PIV7-1","NP_997231.1",""
"Q15648-1","NP_004765.2",""
"B3GLJ2-1","NP_001123355.3",""
"Q9Y614-1","NP_006677.1",""
"Q15643-1","NP_004230.2",""
"P55081-1","NP_005917.2",""
"Q9BUX1-1","NP_077016.2",""
"Q13425-1","NP_006741.1",""
"Q13424-1","NP_003089.1",""
"P35869-1","NP_001612.1",""
"Q53HC5-1","NP_060786.1",""
"Q53HC9-1","NP_003301.1",""
"C9J442-1","NP_001136436.1",""
"O75051-1","NP_079455.3",""
"Q96M91-1","NP_659457.2",""
"Q63HK3-1","NP_001012999.3",""
"P79522-1","NP_079539.2",""
"Q63HK5-1","NP_065907.2",""
"Q13522-1","NP_006732.3",""
"Q13520-1","NP_001643.2",""
"Q13526-1","NP_006212.1",""
"Q8NHP1-1","NP_001335350.1",""
"Q6ZP82-1","NP_775919.3",""
"O75264-1","NP_001129975.1",""
"Q9H777-1","NP_061166.1",""
"P12018-1","NP_009059.1",""
"Q9UQC9-1","NP_006527.1",""
"Q9NSE4-1","NP_060530.3",""
"A6NL26-1","NP_001005218.1",""
"Q6ZS30-2","NP_001107604.1",""
"P32926-1","NP_001935.2",""
"P62249-1","NP_001011.1",""
"P55085-1","NP_005233.3",""
"Q6ZN28-1","NP_877439.3",""
"Q9BYW2-1","NP_054878.5",""
"P19823-1","NP_002207.2",""
"Q14990-1","NP_077721.2",""
"Q5H9T9-1","NP_115511.3",""
"P51786-1","NP_003437.2",""
"Q14995-1","NP_005117.3",""
"P12104-1","NP_000125.2",""
"Q6ZW33-1","NP_116256.2",""
"P12109-1","NP_001839.2",""
"Q9UQ80-1","NP_006182.2",""
"Q8N5N7-1","NP_061924.1",""
"Q9NYA3-1","NP_001033729.2",""
"P21108-1","NP_787082.1",""
"P29371-1","NP_001050.1",""
"Q9NQR4-1","NP_064587.1",""
"P29375-1","NP_001036068.1",""
"Q12929-1","NP_004438.3",""
"Q9BV35-1","NP_077008.2",""
"Q86YZ3-1","NP_001009931.1",""
"Q6IF99-1","NP_001004476.1",""
"Q5SZI1-1","NP_001013715.2",""
"Q9UBE8-1","NP_057315.3",""
"Q9P227-1","NP_001186346.1",""
"Q969S6-1","NP_444273.1",""
"P03905-1","YP_003024035.1",""
"Q5FYA8-1","NP_001011719.1",""
"Q969S0-1","NP_116215.1",""
"P51841-1","NP_001513.2",""
"Q8IUG1-1","NP_112228.1",""
"O60469-1","NP_001380.2",""
"P24310-1","NP_001855.1",""
"Q8TAD7-1","NP_001138671.1",""
"Q8TAD2-1","NP_612141.1",""
"Q96IR7-1","NP_116145.1",""
"Q5QJE6-1","NP_055412.2",""
"Q8WYJ6-1","NP_443070.5",""
"Q9H1K6-1","NP_072088.1",""
"O95185-1","NP_003719.3",""
"Q9NRP4-1","NP_064571.1",""
"P35318-1","NP_001115.1",""
"Q8NFY9-1","NP_115894.2",""
"Q3LI64-1","NP_853633.1",""
"Q3LI66-1","NP_853635.1",""
"Q3LI60-1","NP_001121549.1",""
"Q3LI63-1","NP_853646.1",""
"Q9Y6D0-1","NP_067060.2",""
"Q8TAM1-1","NP_078961.3",""
"Q07837-1","NP_000332.2",""
"P28358-1","NP_002139.2",""
"O43921-1","NP_001396.2",""
"P28356-1","NP_055028.3",""
"A8MUM7-1","NP_001177370.2",""
"Q8WW59-1","NP_997227.1",""
"O75251-1","NP_077718.3",""
"Q04828-1","NP_001344.2",""
"P43652-1","NP_001124.1",""
"P59796-1","NP_874360.1",""
"Q86VQ1-1","NP_612435.1",""
"O95006-1","NP_001004685.1",""
"P08138-1","NP_002498.1",""
"A6PVS8-1","NP_001099129.1",""
"Q53FV1-1","NP_054901.1",""
"Q9H4B6-1","NP_068590.1",""
"Q8N752-1","NP_660204.2",""
"Q9H4B4-1","NP_004064.2",""
"Q9UJK0-1","NP_001001410.1",""
"Q9UKR5-1","NP_009107.1",""
"Q8N0Y5-1","NP_001003750.1",""
"Q8N0Y7-1","NP_001025062.1",""
"Q9H299-1","NP_112576.1",""
"Q53GL7-1","NP_116178.2",""
"Q8NGN4-1","NP_001001953.1",""
"Q9BXB7-1","NP_114161.3",""
"Q9Y2A4-1","NP_005806.2",""
"P14672-1","NP_001033.1",""
"Q8N131-1","NP_443164.2",""
"Q8N135-1","NP_644813.1",""
"Q8N9V2-1","NP_848651.2",""
"Q8WXT5-1","NP_954714.2",""
"Q765P7-1","NP_612392.1",""
"P0CG39-1","NP_001264012.1",""
"P0CG38-1","NP_001264335.1",""
"P0CG36-1","NP_001072998.1",""
"P0CG31-1","NP_001138517.1",""
"P0CG30-1","NP_001074312.1",""
"P0CG33-1","NP_001138696.1",""
"O15492-1","NP_002919.3",""
"O75390-1","NP_004068.2",""
"O15496-1","NP_003552.1",""
"O15499-1","NP_005306.1",""
"Q86X19-1","NP_938017.2",""
"P59990-1","NP_859014.1",""
"Q9NYM4-1","NP_057624.3",""
"Q96JQ0-1","NP_003728.1",""
"Q99598-1","NP_005990.1",""
"Q99595-1","NP_006326.1",""
"Q99594-1","NP_003205.2",""
"O43889-2","NP_006359.3",""
"Q8N3I7-1","NP_689597.1",""
"P22001-1","NP_002223.3",""
"P47914-1","NP_000983.1",""
"P10070-5","NP_005261.2",""
"Q8NDG6-1","NP_694591.2",""
"P82675-1","NP_114108.1",""
"Q00604-1","NP_000257.1",""
"Q9Y5I7-1","NP_006571.1",""
"Q9NX78-1","NP_060269.3",""
"Q6DHY5-1","NP_001278391.1",""
"Q9NX76-1","NP_060271.1",""
"O43448-1","NP_004723.2",""
"P62308-1","NP_003087.1",""
"P62306-1","NP_003086.1",""
"Q9UEW8-1","NP_037365.2",""
"A6NGE4-1","NP_001017930.1",""
"Q5VTJ3-1","NP_689588.2",""
"Q6UWH6-1","NP_653183.2",""
"Q6HA08-1","NP_001002036.3",""
"Q9BZ81-1","NP_001258681.1",""
"Q9BRG1-1","NP_115729.1",""
"Q8NI37-1","NP_644812.1",""
"Q8NI36-1","NP_644810.1",""
"Q03591-1","NP_002104.2",""
"Q9Y5E8-1","NP_061758.1",""
"A6NNB3-1","NP_001020466.1",""
"Q9BYG4-1","NP_115899.1",""
"Q96A09-1","NP_443175.2",""
"Q96A08-1","NP_733759.1",""
"Q9NUI1-1","NP_065715.1",""
"Q9NR55-1","NP_061134.1",""
"Q15459-1","NP_005868.1",""
"Q6UWW9-1","NP_997199.1",""
"Q9UL19-1","NP_004576.2",""
"Q8TDC3-1","NP_115806.1",""
"Q5JYT7-1","NP_001025035.1",""
"O60896-1","NP_005847.1",""
"O60894-1","NP_005846.1",""
"O60895-1","NP_005845.2",""
"Q8WW52-1","NP_788954.2",""
"Q92562-1","NP_055660.1",""
"B1AJZ9-1","NP_443161.1",""
"P13645-1","NP_000412.3",""
"P13647-1","NP_000415.2",""
"Q9HBV2-1","NP_112222.1",""
"P08908-1","NP_000515.2",""
"O43462-1","NP_056968.1",""
"Q9NPG2-1","NP_067080.1",""
"H0YL09-1","NP_001230460.1",""
"Q15061-1","NP_055946.1",""
"Q9NNX9-1","NP_057463.2",""
"O00584-1","NP_003721.2",""
"O00585-1","NP_002980.1",""
"Q9H7D0-1","NP_079216.4",""
"Q8WWX9-1","NP_536355.1",""
"O95221-1","NP_003688.1",""
"O95222-1","NP_003687.2",""
"Q96LU7-1","NP_872336.2",""
"Q9BTY7-1","NP_057542.2",""
"Q9BTY2-1","NP_114409.2",""
"Q96A61-1","NP_116154.1",""
"Q9BXJ5-1","NP_114114.2",""
"Q7Z4M0-1","NP_001035826.1",""
"Q9H910-1","NP_653171.1",""
"O60682-1","NP_005089.2",""
"P21730-1","NP_001727.1",""
"Q8IY92-1","NP_115820.2",""
"Q8IY95-1","NP_001093859.1",""
"Q5TZA2-1","NP_055490.4",""
"Q8N4P6-1","NP_653303.2",""
"Q8N4P2-1","NP_689730.2",""
"Q5T871-1","NP_001010857.1",""
"Q5T870-1","NP_001182500.1",""
"P04114-1","NP_000375.2",""
"Q9H6W3-1","NP_078920.2",""
"Q9UKX5-1","NP_001004439.1",""
"Q9UGK8-1","NP_036271.1",""
"P53041-1","NP_006238.1",""
"P00352-1","NP_000680.2",""
"Q9Y5K6-1","NP_036252.1",""
"Q9H598-1","NP_542119.1",""
"P56589-1","NP_003621.1",""
"Q8TCC3-1","NP_660213.1",""
"Q8IYL9-1","NP_003599.2",""
"Q9BXJ9-1","NP_476516.1",""
"Q8NGF9-1","NP_001004727.1",""
"Q8NGF6-1","NP_997257.2",""
"Q8NGF4-1","NP_001002925.1",""
"Q9BXJ7-1","NP_112205.2",""
"Q8NGF3-1","NP_001004751.1",""
"Q8NGF1-1","NP_001005177.3",""
"O43149-1","NP_055928.3",""
"Q8IXM7-1","NP_787077.1",""
"O43143-1","NP_001349.2",""
"Q9UFH2-1","NP_775899.3",""
"A6NMK7-1","NP_001123357.1",""
"Q92664-1","NP_002088.2",""
"Q96LR2-1","NP_001013633.1",""
"P53597-1","NP_003840.2",""
"P23276-1","NP_000411.1",""
"Q6ZQW0-1","NP_919270.2",""
"Q99705-1","NP_005288.3",""
"Q8TAY7-1","NP_079145.2",""
"Q9BSL1-1","NP_057256.2",""
"Q9GZT5-1","NP_079492.2",""
"A6NKU9-1","NP_001004351.3",""
"A6NLC5-1","NP_001020437.1",""
"Q9GZT9-1","NP_071334.1",""
"Q15835-1","NP_002920.1",""
"Q8WYQ4-1","NP_872326.2",""
"Q9H330-2","NP_114401.2",""
"O60243-1","NP_004798.3",""
"Q6P161-1","NP_758455.1",""
"Q9H9E1-1","NP_075526.1",""
"Q5T5N4-1","NP_659417.2",""
"Q9UHQ9-1","NP_057327.2",""
"P59991-1","NP_859012.1",""
"Q15661-1","NP_003285.2",""
"P26038-1","NP_002435.1",""
"Q5QGS0-1","NP_001008537.1",""
"Q8N3F8-1","NP_203744.1",""
"Q96C55-1","NP_694951.1",""
"Q8WXW3-1","NP_006337.2",""
"Q99436-1","NP_002790.1",""
"P63244-1","NP_006089.1",""
"Q13443-1","NP_003807.1",""
"Q13442-1","NP_055706.1",""
"Q13445-1","NP_006849.1",""
"Q8NH87-1","NP_001005213.1",""
"Q8NDY4-1","NP_001335004.1",""
"P36551-1","NP_000088.3",""
"Q96GA3-1","NP_116249.2",""
"Q08397-1","NP_005567.2",""
"Q13162-1","NP_006397.1",""
"A6NGG8-1","NP_001025054.1",""
"Q13503-1","NP_004255.2",""
"H3BRN8-1","NP_001185713.1",""
"A2RUB1-4","NP_001138552.2",""
"Q9UFV1-1","NP_056409.1",""
"Q695T7-1","NP_001003841.1",""
"Q7Z3B1-1","NP_776169.2",""
"Q7Z3B0-1","NP_001041714.1",""
"O95674-1","NP_003809.1",""
"Q9UQE7-1","NP_005436.1",""
"Q8NH94-1","NP_001005236.3",""
"Q8NH90-1","NP_001005323.1",""
"Q8NH92-1","NP_001004458.1",""
"Q8NH93-1","NP_001005234.1",""
"Q6ZN06-1","NP_001004301.2",""
"Q6ZN04-1","NP_115622.2",""
"Q9BYU1-1","NP_079521.1",""
"Q6NUI6-1","NP_612490.1",""
"Q16626-1","NP_055438.1",""
"P15313-1","NP_001683.2",""
"P60983-1","NP_004115.1",""
"P34947-1","NP_005299.1",""
"Q49A92-6","NP_443190.2",""
"Q5VYV7-1","NP_001009608.1",""
"Q5VYV0-1","NP_001013757.1",""
"Q9BV10-1","NP_077010.1",""
"Q9BS40-1","NP_064554.3",""
"Q9BV19-1","NP_077002.2",""
"A0A140TA62-1","XP_003403930.1",""
"Q8ND07-1","NP_079333.2",""
"Q6UY18-1","NP_001004432.1",""
"Q6F5E7-1","NP_001034872.1",""
"Q9NQP4-1","NP_002614.2",""
"Q2M1P5-1","NP_940927.2",""
"Q09470-1","NP_000208.2",""
"Q9H497-1","NP_071766.2",""
"O75525-1","NP_006549.1",""
"Q9UBG3-1","NP_057274.1",""
"Q969Q0-1","NP_000992.1",""
"Q969Q1-1","NP_115977.2",""
"P03923-1","YP_003024037.1",""
"P03928-1","YP_003024030.1",""
"Q86WN2-1","NP_795372.1",""
"Q7L7L0-1","NP_254280.1",""
"P54646-1","NP_006243.2",""
"Q86WS5-1","NP_872365.1",""
"A2RTX5-1","NP_689547.2",""
"Q9BWT7-1","NP_055365.2",""
"O60403-1","NP_039227.1",""
"O60404-1","NP_039226.1",""
"Q9H6D3-1","NP_060523.2",""
"P49901-1","NP_109588.2",""
"Q8N1G4-1","NP_065761.1",""
"Q96IP4-1","NP_060103.2",""
"Q5GH72-1","NP_001011718.1",""
"Q5GH73-1","NP_775954.2",""
"Q6EMB2-1","NP_055887.3",""
"Q9H1M3-1","NP_543021.1",""
"Q9H1M4-1","NP_620713.1",""
"Q86TM3-1","NP_874358.2",""
"Q13227-1","NP_004480.1",""
"Q71H61-1","NP_955383.1",""
"Q5TFE4-1","NP_689942.2",""
"P78385-1","NP_002273.3",""
"P05181-1","NP_000764.1",""
"P05187-1","NP_001623.3",""
"Q9NPZ5-1","NP_542780.1",""
"A0A140TA67-1","XP_003846529.1",""
"Q56P42-1","NP_001076777.1",""
"Q8TAT2-1","NP_689642.3",""
"P30084-1","NP_004083.3",""
"Q9BXE9-1","NP_778145.2",""
"Q9P2K6-1","NP_065833.1",""
"P57682-1","NP_057615.3",""
"P08247-1","NP_003170.1",""
"Q86VS8-1","NP_115786.1",""
"P0DPD7-4","NP_115707.2",""
"Q53FT3-1","NP_057485.2",""
"O75908-1","NP_003569.1",""
"O75907-1","NP_036211.2",""
"Q05940-1","NP_003045.2",""
"P20382-1","NP_002665.2",""
"Q9H8U3-1","NP_068762.1",""
"A6NCM1-1","NP_001291348.1",""
"Q96SF2-1","NP_055221.1",""
"O43776-1","NP_004530.1",""
"Q96QK1-1","NP_060676.2",""
"P05452-1","NP_003269.2",""
"P05451-1","NP_002900.2",""
"P01298-1","NP_002713.1",""
"P01568-1","NP_002166.2",""
"P01569-1","NP_002160.1",""
"Q8N148-1","NP_001001667.1",""
"P01563-1","NP_000596.2",""
"Q9UKP6-1","NP_061822.1",""
"P01566-1","NP_002162.1",""
"P01567-1","NP_066401.2",""
"P29536-1","NP_036266.2",""
"Q9UKP3-1","NP_036410.1",""
"Q9Y4C5-1","NP_004258.2",""
"P19224-1","NP_001063.2",""
"Q9H694-1","NP_001073981.1",""
"Q13296-1","NP_002402.1",""
"Q8N9P6-1","NP_689784.1",""
"Q99608-1","NP_002478.1",""
"P05538-1","NP_001185787.1",""
"Q8TB40-1","NP_071343.2",""
"P62753-1","NP_001001.2",""
"P62750-1","NP_000975.2",""
"Q8WW32-1","NP_660206.2",""
"Q8WW36-1","NP_976048.1",""
"Q8WW35-1","NP_689986.2",""
"Q8TDP1-1","NP_115569.2",""
"Q8WW38-1","NP_036214.2",""
"Q5JU67-1","NP_001012520.2",""
"Q96RK1-1","NP_597724.1",""
"P33681-1","NP_005182.1",""
"O95813-1","NP_005445.1",""
"Q14410-1","NP_149991.2",""
"Q14149-1","NP_056173.1",""
"Q8WVY7-1","NP_659486.2",""
"P19634-1","NP_003038.2",""
"Q8N3E9-1","NP_588614.1",""
"Q8IUS5-1","NP_775838.3",""
"Q8WUA2-1","NP_624311.1",""
"Q8N4K4-1","NP_981945.1",""
"P07359-1","NP_000164.5",""
"P62328-1","NP_066932.1",""
"Q96JQ2-1","NP_079010.2",""
"P0DM35-1","NP_001263616.1",""
"Q16819-1","NP_005579.2",""
"P46821-1","NP_005900.2",""
"Q5VTL8-1","NP_060531.2",""
"Q13145-1","NP_036474.1",""
"Q8TDI8-1","NP_619636.2",""
"P59047-1","NP_703148.4",""
"O43320-1","NP_003859.1",""
"Q5VTL7-1","NP_001138409.1",""
"Q9NZC3-1","NP_057725.1",""
"Q9UQF2-1","NP_005447.1",""
